frame,id,x,y,z,brightness
669,112787,45.4341,20.6782,0.6850,2029.0000
669,123737,56.4427,15.4019,0.8233,1979.0000
669,124535,56.3692,43.4704,0.3613,1991.0000
669,125316,55.8356,48.0567,0.3522,2024.0000
669,127953,56.8845,58.9905,0.3165,1963.0000
669,130427,57.5936,27.5469,0.6864,2031.0000
669,134988,60.5867,18.3173,1.0913,1686.0000
669,136323,62.7305,15.0835,0.8839,1919.0000
670,78294,9.4057,53.9655,0.0906,2068.0000
670,82387,14.1526,46.0265,0.4176,1503.0000
670,84208,16.1762,44.9370,0.4646,943.0000
670,85041,17.4913,43.5918,0.1720,2019.0000
670,87228,19.3409,63.2862,0.3284,2025.0000
670,88525,21.0424,37.5026,0.3950,569.0000
670,100693,34.0672,29.4834,0.9969,2093.0000
670,102153,34.5439,42.0130,0.4244,1397.0000
670,106484,39.2729,30.0218,1.0336,903.0000
670,109617,41.9518,24.2291,0.4973,1992.0000
670,111316,43.2804,59.2124,0.3424,893.0000
670,112253,44.1913,58.4448,0.5359,1990.0000
670,112787,45.4341,20.6782,0.6850,354.0000
670,122175,53.7332,15.2359,0.8115,410.0000
670,123737,56.4427,15.4019,0.8233,1776.0000
670,124535,56.3692,43.4704,0.3613,400.0000
670,125316,55.8356,48.0567,0.3522,781.0000
670,127953,56.8845,58.9905,0.3165,2029.0000
670,130427,57.5936,27.5469,0.6864,1982.0000
670,131225,57.7793,46.0567,0.6715,1803.0000
670,134988,60.5867,18.3173,1.0913,1948.0000
671,70950,3.3151,35.1370,0.4454,916.0000
671,78294,9.4057,53.9655,0.0906,2024.0000
671,82387,14.1526,46.0265,0.4176,1990.0000
671,85041,17.4913,43.5918,0.1720,2031.0000
671,87228,19.3409,63.2862,0.3284,832.0000
671,88611,20.6148,42.8286,0.5252,914.0000
671,98908,31.5709,56.2010,0.3716,1491.0000
671,100693,34.0672,29.4834,0.9969,2022.0000
671,102153,34.5439,42.0130,0.4244,1960.0000
671,102415,35.4312,56.3072,0.3916,1270.0000
671,108194,40.5239,12.8868,0.7331,738.0000
671,109617,41.9518,24.2291,0.4973,2053.0000
671,112253,44.1913,58.4448,0.5359,1985.0000
671,126383,56.9442,29.6406,1.0341,1569.0000
671,127953,56.8845,58.9905,0.3165,2024.0000
671,129257,58.3051,9.2543,0.4250,1703.0000
671,130427,57.5936,27.5469,0.6864,1990.0000
671,130430,58.3737,28.1988,0.6818,560.0000
671,134988,60.5867,18.3173,1.0913,1956.0000
671,136574,62.8111,17.0654,1.1052,203.0000
672,70950,3.3151,35.1370,0.4454,2032.0000
672,71983,4.2638,31.3110,0.6979,22.0000
672,78294,9.4057,53.9655,0.0906,1984.0000
672,82387,14.1526,46.0265,0.4176,1972.0000
672,85041,17.4913,43.5918,0.1720,322.0000
672,88611,20.6148,42.8286,0.5252,2025.0000
672,90748,24.3319,38.3925,0.3886,750.0000
672,98908,31.5709,56.2010,0.3716,2034.0000
672,100693,34.0672,29.4834,0.9969,1979.0000
672,102153,34.5439,42.0130,0.4244,310.0000
672,102415,35.4312,56.3072,0.3916,1969.0000
672,108194,40.5239,12.8868,0.7331,2047.0000
672,109617,41.9518,24.2291,0.4973,1964.0000
672,112253,44.1913,58.4448,0.5359,2028.0000
672,120074,52.3542,14.8406,0.8048,405.0000
672,126383,56.9442,29.6406,1.0341,2019.0000
672,127953,56.8845,58.9905,0.3165,2010.0000
672,129257,58.3051,9.2543,0.4250,2003.0000
672,130427,57.5936,27.5469,0.6864,1966.0000
672,130430,58.3737,28.1988,0.6818,2029.0000
672,134988,60.5867,18.3173,1.0913,2006.0000
672,135930,61.7522,29.0742,0.9833,1676.0000
672,136574,62.8111,17.0654,1.1052,2086.0000
673,70950,3.3151,35.1370,0.4454,1.0000
673,74084,5.0067,50.5320,0.3402,781.0000
673,78294,9.4057,53.9655,0.0906,663.0000
673,82387,14.1526,46.0265,0.4176,2045.0000
673,88354,20.6421,28.8483,0.9491,1081.0000
673,88611,20.6148,42.8286,0.5252,1961.0000
673,90748,24.3319,38.3925,0.3886,503.0000
673,98908,31.5709,56.2010,0.3716,476.0000
673,100693,34.0672,29.4834,0.9969,1989.0000
673,102415,35.4312,56.3072,0.3916,2006.0000
673,107912,40.4381,56.4961,0.3277,299.0000
673,108194,40.5239,12.8868,0.7331,2020.0000
673,109617,41.9518,24.2291,0.4973,2025.0000
673,110074,41.9833,49.7023,0.3827,596.0000
673,112253,44.1913,58.4448,0.5359,1985.0000
673,114130,45.6408,30.3765,1.0088,1690.0000
673,127953,56.8845,58.9905,0.3165,4.0000
673,128209,56.8915,59.9360,0.6743,533.0000
673,129257,58.3051,9.2543,0.4250,1218.0000
673,130427,57.5936,27.5469,0.6864,642.0000
673,130430,58.3737,28.1988,0.6818,1699.0000
673,134988,60.5867,18.3173,1.0913,1358.0000
673,135930,61.7522,29.0742,0.9833,1907.0000
673,136574,62.8111,17.0654,1.1052,2090.0000
674,74084,5.0067,50.5320,0.3402,1992.0000
674,82387,14.1526,46.0265,0.4176,1472.0000
674,88354,20.6421,28.8483,0.9491,1995.0000
674,88611,20.6148,42.8286,0.5252,1951.0000
674,100693,34.0672,29.4834,0.9969,2002.0000
674,102415,35.4312,56.3072,0.3916,1997.0000
674,104952,38.2051,16.9725,0.7416,157.0000
674,107912,40.4381,56.4961,0.3277,1915.0000
674,108194,40.5239,12.8868,0.7331,833.0000
674,109617,41.9518,24.2291,0.4973,1572.0000
674,112253,44.1913,58.4448,0.5359,1985.0000
674,114130,45.6408,30.3765,1.0088,2033.0000
674,122499,54.0619,26.1415,0.7025,1260.0000
674,123250,55.3640,26.6060,0.7163,119.0000
674,128209,56.8915,59.9360,0.6743,1994.0000
674,135199,60.8882,28.6743,1.0024,684.0000
674,135930,61.7522,29.0742,0.9833,1940.0000
674,136574,62.8111,17.0654,1.1052,1116.0000
675,74084,5.0067,50.5320,0.3402,836.0000
675,88354,20.6421,28.8483,0.9491,2022.0000
675,88611,20.6148,42.8286,0.5252,1976.0000
675,96007,29.6896,29.6948,0.9845,269.0000
675,100693,34.0672,29.4834,0.9969,1972.0000
675,102415,35.4312,56.3072,0.3916,1920.0000
675,104952,38.2051,16.9725,0.7416,1948.0000
675,107912,40.4381,56.4961,0.3277,2088.0000
675,112253,44.1913,58.4448,0.5359,1006.0000
675,113488,44.9732,60.6163,0.3788,458.0000
675,114130,45.6408,30.3765,1.0088,2050.0000
675,114738,47.3515,14.1367,0.7732,1162.0000
675,122499,54.0619,26.1415,0.7025,2026.0000
675,123250,55.3640,26.6060,0.7163,2025.0000
675,128209,56.8915,59.9360,0.6743,1971.0000
675,135199,60.8882,28.6743,1.0024,1690.0000
675,135930,61.7522,29.0742,0.9833,544.0000
676,69810,1.6146,26.7441,0.9671,398.0000
676,71306,3.0672,54.6388,0.0259,634.0000
676,76475,8.0946,9.1397,0.7179,1152.0000
676,77864,8.5913,48.0748,0.3867,432.0000
676,77970,8.5801,47.6888,0.5515,825.0000
676,88354,20.6421,28.8483,0.9491,2050.0000
676,88611,20.6148,42.8286,0.5252,2010.0000
676,100693,34.0672,29.4834,0.9969,877.0000
676,102415,35.4312,56.3072,0.3916,2087.0000
676,104952,38.2051,16.9725,0.7416,1067.0000
676,107912,40.4381,56.4961,0.3277,2067.0000
676,113488,44.9732,60.6163,0.3788,2005.0000
676,114130,45.6408,30.3765,1.0088,2035.0000
676,114738,47.3515,14.1367,0.7732,1994.0000
676,122499,54.0619,26.1415,0.7025,1973.0000
676,123250,55.3640,26.6060,0.7163,1935.0000
676,128209,56.8915,59.9360,0.6743,1985.0000
677,69810,1.6146,26.7441,0.9671,1124.0000
677,71306,3.0672,54.6388,0.0259,355.0000
677,76475,8.0946,9.1397,0.7179,1955.0000
677,77864,8.5913,48.0748,0.3867,2019.0000
677,77970,8.5801,47.6888,0.5515,2039.0000
677,80910,12.4480,54.3559,0.4854,149.0000
677,88354,20.6421,28.8483,0.9491,2098.0000
677,88611,20.6148,42.8286,0.5252,1973.0000
677,102415,35.4312,56.3072,0.3916,1993.0000
677,107912,40.4381,56.4961,0.3277,499.0000
677,109594,41.6287,24.2459,0.5151,1616.0000
677,113488,44.9732,60.6163,0.3788,1975.0000
677,114130,45.6408,30.3765,1.0088,1510.0000
677,114738,47.3515,14.1367,0.7732,13.0000
677,122499,54.0619,26.1415,0.7025,2069.0000
677,123250,55.3640,26.6060,0.7163,1976.0000
677,128209,56.8915,59.9360,0.6743,1988.0000
677,136859,62.6391,50.9173,0.7418,128.0000
677,137014,63.4721,57.6819,0.7679,327.0000
678,69504,1.6125,23.1934,0.7731,705.0000
678,76475,8.0946,9.1397,0.7179,1953.0000
678,77864,8.5913,48.0748,0.3867,681.0000
678,77970,8.5801,47.6888,0.5515,1990.0000
678,88354,20.6421,28.8483,0.9491,2049.0000
678,88611,20.6148,42.8286,0.5252,2081.0000
678,95628,30.1820,5.3476,0.3204,413.0000
678,95794,30.4290,12.4338,0.7090,403.0000
678,95840,29.6182,11.5384,0.7384,906.0000
678,102415,35.4312,56.3072,0.3916,1507.0000
678,103485,36.1323,52.6894,0.3326,670.0000
678,109594,41.6287,24.2459,0.5151,1961.0000
678,113488,44.9732,60.6163,0.3788,2113.0000
678,122499,54.0619,26.1415,0.7025,1981.0000
678,123250,55.3640,26.6060,0.7163,2070.0000
678,126234,56.9001,27.2959,0.7079,699.0000
678,127154,56.7843,44.4834,0.6844,125.0000
678,128209,56.8915,59.9360,0.6743,2014.0000
678,136020,61.7714,50.4660,0.6985,111.0000
678,136859,62.6391,50.9173,0.7418,2012.0000
678,137014,63.4721,57.6819,0.7679,792.0000
679,69504,1.6125,23.1934,0.7731,279.0000
679,70510,2.5131,25.9708,0.7441,432.0000
679,71269,2.9509,54.6263,0.0047,627.0000
679,75196,5.9606,49.7339,0.3600,1601.0000
679,76475,8.0946,9.1397,0.7179,2017.0000
679,77970,8.5801,47.6888,0.5515,2026.0000
679,88354,20.6421,28.8483,0.9491,2019.0000
679,88611,20.6148,42.8286,0.5252,1996.0000
679,95628,30.1820,5.3476,0.3204,543.0000
679,95794,30.4290,12.4338,0.7090,30.0000
679,95840,29.6182,11.5384,0.7384,2055.0000
679,101999,34.8659,31.2257,0.7091,682.0000
679,106957,39.0644,57.0583,0.4714,359.0000
679,109594,41.6287,24.2459,0.5151,2022.0000
679,113488,44.9732,60.6163,0.3788,1396.0000
679,116258,47.5194,25.6847,0.8487,417.0000
679,122499,54.0619,26.1415,0.7025,94.0000
679,123250,55.3640,26.6060,0.7163,1975.0000
679,126234,56.9001,27.2959,0.7079,1749.0000
679,127154,56.7843,44.4834,0.6844,1993.0000
679,128209,56.8915,59.9360,0.6743,1918.0000
679,131656,58.8019,1.7250,0.4084,1123.0000
679,136020,61.7714,50.4660,0.6985,1938.0000
679,136304,62.7239,14.8085,0.8865,223.0000
679,136859,62.6391,50.9173,0.7418,1967.0000
680,70510,2.5131,25.9708,0.7441,1335.0000
680,71269,2.9509,54.6263,0.0047,2079.0000
680,75196,5.9606,49.7339,0.3600,1978.0000
680,76475,8.0946,9.1397,0.7179,1994.0000
680,77970,8.5801,47.6888,0.5515,2021.0000
680,88354,20.6421,28.8483,0.9491,105.0000
680,88611,20.6148,42.8286,0.5252,490.0000
680,95840,29.6182,11.5384,0.7384,599.0000
680,99710,33.2863,31.6258,0.6909,761.0000
680,100765,34.1017,29.7303,0.9802,1051.0000
680,101999,34.8659,31.2257,0.7091,2035.0000
680,106957,39.0644,57.0583,0.4714,2060.0000
680,109594,41.6287,24.2459,0.5151,502.0000
680,114400,46.1986,52.8425,0.3597,862.0000
680,115905,47.8030,14.2865,0.7801,1946.0000
680,116258,47.5194,25.6847,0.8487,2012.0000
680,123250,55.3640,26.6060,0.7163,141.0000
680,127154,56.7843,44.4834,0.6844,1426.0000
680,128209,56.8915,59.9360,0.6743,2059.0000
680,131656,58.8019,1.7250,0.4084,2002.0000
680,136020,61.7714,50.4660,0.6985,1535.0000
680,136304,62.7239,14.8085,0.8865,1944.0000
680,136859,62.6391,50.9173,0.7418,2033.0000
681,71269,2.9509,54.6263,0.0047,2129.0000
681,75196,5.9606,49.7339,0.3600,2033.0000
681,76475,8.0946,9.1397,0.7179,1949.0000
681,77970,8.5801,47.6888,0.5515,2018.0000
681,96210,30.0591,39.5143,0.4132,709.0000
681,97467,30.7387,39.8698,0.4370,467.0000
681,99710,33.2863,31.6258,0.6909,1991.0000
681,100765,34.1017,29.7303,0.9802,2022.0000
681,101999,34.8659,31.2257,0.7091,2049.0000
681,102997,36.1015,17.0513,0.4543,1532.0000
681,106957,39.0644,57.0583,0.4714,76.0000
681,110973,43.2119,31.0697,1.0148,1781.0000
681,114400,46.1986,52.8425,0.3597,1948.0000
681,114708,46.4996,62.8682,0.3869,78.0000
681,115905,47.8030,14.2865,0.7801,1806.0000
681,116258,47.5194,25.6847,0.8487,2054.0000
681,128209,56.8915,59.9360,0.6743,2046.0000
681,131223,57.6244,45.6694,0.6845,1746.0000
681,131656,58.8019,1.7250,0.4084,2079.0000
681,136859,62.6391,50.9173,0.7418,1967.0000
682,71269,2.9509,54.6263,0.0047,1997.0000
682,71649,3.5246,28.4149,0.7114,1228.0000
682,75196,5.9606,49.7339,0.3600,1114.0000
682,76475,8.0946,9.1397,0.7179,73.0000
682,77970,8.5801,47.6888,0.5515,2041.0000
682,92982,27.3219,36.4582,0.5960,253.0000
682,96210,30.0591,39.5143,0.4132,1911.0000
682,97467,30.7387,39.8698,0.4370,2000.0000
682,99710,33.2863,31.6258,0.6909,1960.0000
682,100765,34.1017,29.7303,0.9802,1917.0000
682,101999,34.8659,31.2257,0.7091,550.0000
682,102997,36.1015,17.0513,0.4543,1481.0000
682,108849,40.9301,48.1984,0.3676,165.0000
682,110973,43.2119,31.0697,1.0148,1951.0000
682,114400,46.1986,52.8425,0.3597,1992.0000
682,114708,46.4996,62.8682,0.3869,1991.0000
682,116258,47.5194,25.6847,0.8487,2046.0000
682,122196,53.7290,15.2021,0.7836,1068.0000
682,128209,56.8915,59.9360,0.6743,2014.0000
682,131223,57.6244,45.6694,0.6845,1987.0000
682,131656,58.8019,1.7250,0.4084,2002.0000
682,136859,62.6391,50.9173,0.7418,611.0000
683,71269,2.9509,54.6263,0.0047,1888.0000
683,71649,3.5246,28.4149,0.7114,1338.0000
683,77970,8.5801,47.6888,0.5515,1793.0000
683,83297,14.8962,45.7855,0.4260,1692.0000
683,89969,22.8599,37.7956,0.4187,318.0000
683,94034,28.1984,35.6103,0.6081,884.0000
683,96210,30.0591,39.5143,0.4132,1943.0000
683,97467,30.7387,39.8698,0.4370,2050.0000
683,99710,33.2863,31.6258,0.6909,1949.0000
683,100765,34.1017,29.7303,0.9802,1965.0000
683,108849,40.9301,48.1984,0.3676,2011.0000
683,110973,43.2119,31.0697,1.0148,1988.0000
683,114400,46.1986,52.8425,0.3597,1996.0000
683,114708,46.4996,62.8682,0.3869,2036.0000
683,116258,47.5194,25.6847,0.8487,2040.0000
683,128209,56.8915,59.9360,0.6743,810.0000
683,131223,57.6244,45.6694,0.6845,583.0000
683,131656,58.8019,1.7250,0.4084,1909.0000
684,83297,14.8962,45.7855,0.4260,1960.0000
684,89002,21.9341,10.2152,0.7396,5.0000
684,89969,22.8599,37.7956,0.4187,2041.0000
684,96210,30.0591,39.5143,0.4132,1960.0000
684,97467,30.7387,39.8698,0.4370,2071.0000
684,99710,33.2863,31.6258,0.6909,2059.0000
684,100765,34.1017,29.7303,0.9802,2011.0000
684,108849,40.9301,48.1984,0.3676,2066.0000
684,110973,43.2119,31.0697,1.0148,323.0000
684,114400,46.1986,52.8425,0.3597,2001.0000
684,114708,46.4996,62.8682,0.3869,1992.0000
684,125811,56.4261,57.0619,0.3491,1258.0000
684,130085,58.2703,21.0548,0.4189,276.0000
684,131656,58.8019,1.7250,0.4084,2006.0000
684,134651,60.1519,49.1350,0.6924,762.0000
685,73086,5.4868,34.6405,0.4466,1528.0000
685,79221,11.3995,10.4050,0.6937,392.0000
685,83297,14.8962,45.7855,0.4260,2007.0000
685,88325,21.0857,28.7286,0.9292,754.0000
685,89002,21.9341,10.2152,0.7396,1983.0000
685,89969,22.8599,37.7956,0.4187,1993.0000
685,92844,26.9342,10.5250,0.7223,420.0000
685,96210,30.0591,39.5143,0.4132,1984.0000
685,97467,30.7387,39.8698,0.4370,1992.0000
685,99710,33.2863,31.6258,0.6909,1997.0000
685,100765,34.1017,29.7303,0.9802,1983.0000
685,108849,40.9301,48.1984,0.3676,1926.0000
685,114400,46.1986,52.8425,0.3597,2070.0000
685,114708,46.4996,62.8682,0.3869,1994.0000
685,125811,56.4261,57.0619,0.3491,1936.0000
685,130176,58.3048,21.7163,0.4064,672.0000
685,131656,58.8019,1.7250,0.4084,1999.0000
685,134131,60.3313,18.2425,1.0765,324.0000
685,134651,60.1519,49.1350,0.6924,2101.0000
686,72618,5.1246,7.9532,0.7326,330.0000
686,73086,5.4868,34.6405,0.4466,442.0000
686,79221,11.3995,10.4050,0.6937,2052.0000
686,83297,14.8962,45.7855,0.4260,2030.0000
686,84796,16.9900,28.1725,0.9403,2004.0000
686,88325,21.0857,28.7286,0.9292,733.0000
686,89002,21.9341,10.2152,0.7396,1050.0000
686,89969,22.8599,37.7956,0.4187,2071.0000
686,92844,26.9342,10.5250,0.7223,1537.0000
686,96210,30.0591,39.5143,0.4132,2041.0000
686,97467,30.7387,39.8698,0.4370,2020.0000
686,99554,33.0888,29.7584,1.0071,1532.0000
686,99710,33.2863,31.6258,0.6909,751.0000
686,100765,34.1017,29.7303,0.9802,1987.0000
686,105632,37.9847,54.2444,0.3210,1630.0000
686,108849,40.9301,48.1984,0.3676,2058.0000
686,110840,43.3537,27.5454,0.7775,482.0000
686,114400,46.1986,52.8425,0.3597,1955.0000
686,114708,46.4996,62.8682,0.3869,2029.0000
686,125811,56.4261,57.0619,0.3491,30.0000
686,130176,58.3048,21.7163,0.4064,1268.0000
686,131434,57.5843,59.8070,0.6923,595.0000
686,131656,58.8019,1.7250,0.4084,775.0000
686,134131,60.3313,18.2425,1.0765,1968.0000
687,72618,5.1246,7.9532,0.7326,627.0000
687,76614,8.0996,27.1575,0.9269,1315.0000
687,78539,10.3999,35.2931,0.4048,1496.0000
687,79221,11.3995,10.4050,0.6937,1981.0000
687,83297,14.8962,45.7855,0.4260,1974.0000
687,84796,16.9900,28.1725,0.9403,2055.0000
687,89969,22.8599,37.7956,0.4187,2030.0000
687,94404,27.6508,55.3861,0.3364,1220.0000
687,96210,30.0591,39.5143,0.4132,1966.0000
687,97467,30.7387,39.8698,0.4370,2045.0000
687,99554,33.0888,29.7584,1.0071,493.0000
687,100765,34.1017,29.7303,0.9802,1964.0000
687,105244,37.6151,29.4298,0.7251,1212.0000
687,105632,37.9847,54.2444,0.3210,1983.0000
687,108155,41.2308,13.3881,0.7267,569.0000
687,108849,40.9301,48.1984,0.3676,2032.0000
687,110840,43.3537,27.5454,0.7775,1988.0000
687,111624,44.0500,19.0608,0.7230,836.0000
687,114400,46.1986,52.8425,0.3597,303.0000
687,114708,46.4996,62.8682,0.3869,2026.0000
687,116571,47.9591,32.5561,0.5669,269.0000
687,117295,49.4047,23.5265,0.6707,949.0000
687,123627,54.8300,59.8387,0.6462,348.0000
687,123935,56.1989,26.8796,0.6865,1000.0000
687,126716,56.8321,37.0390,0.3761,406.0000
687,134131,60.3313,18.2425,1.0765,427.0000
687,134294,59.8558,29.1302,0.7064,1446.0000
688,76614,8.0996,27.1575,0.9269,1989.0000
688,76861,7.8433,46.2173,0.5639,1845.0000
688,78539,10.3999,35.2931,0.4048,1966.0000
688,79221,11.3995,10.4050,0.6937,1950.0000
688,83297,14.8962,45.7855,0.4260,1942.0000
688,84796,16.9900,28.1725,0.9403,1967.0000
688,89668,22.2383,53.7646,0.2672,412.0000
688,89969,22.8599,37.7956,0.4187,1995.0000
688,94404,27.6508,55.3861,0.3364,1954.0000
688,96210,30.0591,39.5143,0.4132,2070.0000
688,97467,30.7387,39.8698,0.4370,1978.0000
688,97909,31.6555,8.3998,0.3351,585.0000
688,98003,31.8388,10.1446,0.3416,162.0000
688,99569,33.3501,29.7254,1.0161,517.0000
688,100765,34.1017,29.7303,0.9802,136.0000
688,102199,34.8012,42.0354,0.4308,1462.0000
688,105244,37.6151,29.4298,0.7251,1930.0000
688,105438,37.9225,30.0557,1.0296,1976.0000
688,105632,37.9847,54.2444,0.3210,2038.0000
688,108155,41.2308,13.3881,0.7267,1947.0000
688,108849,40.9301,48.1984,0.3676,1872.0000
688,110840,43.3537,27.5454,0.7775,269.0000
688,111624,44.0500,19.0608,0.7230,1902.0000
688,114411,45.8885,52.7978,0.3953,134.0000
688,114708,46.4996,62.8682,0.3869,1949.0000
688,123085,55.4801,20.8851,1.0417,815.0000
688,123627,54.8300,59.8387,0.6462,1972.0000
688,123738,56.4244,15.1023,0.8102,840.0000
688,123935,56.1989,26.8796,0.6865,1960.0000
688,126716,56.8321,37.0390,0.3761,2024.0000
688,127679,56.6714,55.9169,0.3255,1829.0000
688,134294,59.8558,29.1302,0.7064,2025.0000
689,75636,6.6047,34.5871,0.4425,1454.0000
689,76614,8.0996,27.1575,0.9269,1967.0000
689,78539,10.3999,35.2931,0.4048,1993.0000
689,79221,11.3995,10.4050,0.6937,1977.0000
689,83297,14.8962,45.7855,0.4260,1910.0000
689,84796,16.9900,28.1725,0.9403,2014.0000
689,86660,19.3239,28.7098,0.9494,1427.0000
689,89668,22.2383,53.7646,0.2672,116.0000
689,89969,22.8599,37.7956,0.4187,2031.0000
689,94404,27.6508,55.3861,0.3364,2013.0000
689,96210,30.0591,39.5143,0.4132,1986.0000
689,96908,31.4266,7.7819,0.3330,134.0000
689,97467,30.7387,39.8698,0.4370,2051.0000
689,97909,31.6555,8.3998,0.3351,1729.0000
689,99569,33.3501,29.7254,1.0161,2073.0000
689,102199,34.8012,42.0354,0.4308,1956.0000
689,105244,37.6151,29.4298,0.7251,253.0000
689,105438,37.9225,30.0557,1.0296,71.0000
689,105632,37.9847,54.2444,0.3210,2009.0000
689,108155,41.2308,13.3881,0.7267,2035.0000
689,108849,40.9301,48.1984,0.3676,2068.0000
689,111624,44.0500,19.0608,0.7230,1984.0000
689,114708,46.4996,62.8682,0.3869,1934.0000
689,123085,55.4801,20.8851,1.0417,1960.0000
689,123343,55.1482,29.6420,1.0027,1540.0000
689,123627,54.8300,59.8387,0.6462,1921.0000
689,123738,56.4244,15.1023,0.8102,1998.0000
689,123935,56.1989,26.8796,0.6865,266.0000
689,125276,55.6989,47.9580,0.3548,1819.0000
689,126716,56.8321,37.0390,0.3761,2037.0000
689,127679,56.6714,55.9169,0.3255,2045.0000
689,134083,60.1177,15.4117,0.8567,1375.0000
689,134294,59.8558,29.1302,0.7064,1665.0000
690,75636,6.6047,34.5871,0.4425,2001.0000
690,76614,8.0996,27.1575,0.9269,18.0000
690,78539,10.3999,35.2931,0.4048,1927.0000
690,79221,11.3995,10.4050,0.6937,1975.0000
690,83297,14.8962,45.7855,0.4260,2066.0000
690,84796,16.9900,28.1725,0.9403,1945.0000
690,86660,19.3239,28.7098,0.9494,989.0000
690,89969,22.8599,37.7956,0.4187,43.0000
690,91526,25.4968,39.3348,0.5653,751.0000
690,92747,27.2945,1.9406,0.3086,908.0000
690,94404,27.6508,55.3861,0.3364,1970.0000
690,96210,30.0591,39.5143,0.4132,1948.0000
690,96429,30.3348,48.8474,0.2806,867.0000
690,96908,31.4266,7.7819,0.3330,2020.0000
690,97467,30.7387,39.8698,0.4370,2040.0000
690,99569,33.3501,29.7254,1.0161,2039.0000
690,102199,34.8012,42.0354,0.4308,1970.0000
690,105632,37.9847,54.2444,0.3210,2027.0000
690,106616,38.8062,45.7062,0.3792,1401.0000
690,108155,41.2308,13.3881,0.7267,2110.0000
690,108849,40.9301,48.1984,0.3676,1980.0000
690,111624,44.0500,19.0608,0.7230,985.0000
690,114708,46.4996,62.8682,0.3869,2050.0000
690,123085,55.4801,20.8851,1.0417,2084.0000
690,123343,55.1482,29.6420,1.0027,1959.0000
690,123627,54.8300,59.8387,0.6462,740.0000
690,123738,56.4244,15.1023,0.8102,1966.0000
690,125276,55.6989,47.9580,0.3548,1975.0000
690,126716,56.8321,37.0390,0.3761,2013.0000
690,127679,56.6714,55.9169,0.3255,2018.0000
690,132796,58.5596,21.1597,0.4071,440.0000
690,134083,60.1177,15.4117,0.8567,569.0000
690,135296,61.0951,49.9543,0.6976,368.0000
691,72015,4.2651,31.8668,0.6629,737.0000
691,75636,6.6047,34.5871,0.4425,1990.0000
691,75652,7.0330,34.7043,0.4251,157.0000
691,78539,10.3999,35.2931,0.4048,2056.0000
691,79221,11.3995,10.4050,0.6937,1921.0000
691,79714,11.0012,47.3586,0.3844,452.0000
691,83297,14.8962,45.7855,0.4260,1982.0000
691,84796,16.9900,28.1725,0.9403,2019.0000
691,89358,22.3883,42.0966,0.5465,383.0000
691,91526,25.4968,39.3348,0.5653,1984.0000
691,92747,27.2945,1.9406,0.3086,1953.0000
691,94404,27.6508,55.3861,0.3364,1959.0000
691,96210,30.0591,39.5143,0.4132,1962.0000
691,96429,30.3348,48.8474,0.2806,1683.0000
691,96908,31.4266,7.7819,0.3330,1996.0000
691,97467,30.7387,39.8698,0.4370,1820.0000
691,99569,33.3501,29.7254,1.0161,2033.0000
691,102199,34.8012,42.0354,0.4308,1268.0000
691,104020,36.9416,18.2063,0.4651,169.0000
691,105285,38.2965,28.8561,0.7566,1653.0000
691,105632,37.9847,54.2444,0.3210,2023.0000
691,106616,38.8062,45.7062,0.3792,1798.0000
691,108155,41.2308,13.3881,0.7267,1996.0000
691,108849,40.9301,48.1984,0.3676,2022.0000
691,113196,44.6411,30.5278,0.9880,797.0000
691,114708,46.4996,62.8682,0.3869,2016.0000
691,119319,50.7803,23.8506,0.8994,187.0000
691,119587,51.3981,36.6926,0.6140,831.0000
691,120751,52.3753,59.2409,0.5935,535.0000
691,123085,55.4801,20.8851,1.0417,2001.0000
691,123343,55.1482,29.6420,1.0027,1169.0000
691,123738,56.4244,15.1023,0.8102,1688.0000
691,125276,55.6989,47.9580,0.3548,1029.0000
691,126716,56.8321,37.0390,0.3761,2012.0000
691,127679,56.6714,55.9169,0.3255,176.0000
691,132796,58.5596,21.1597,0.4071,1958.0000
691,135296,61.0951,49.9543,0.6976,1955.0000
691,135375,60.8065,49.5991,0.6862,630.0000
692,72015,4.2651,31.8668,0.6629,2040.0000
692,75309,5.8493,54.8910,0.0571,501.0000
692,75636,6.6047,34.5871,0.4425,1075.0000
692,76366,7.1709,54.6199,0.0609,4.0000
692,78539,10.3999,35.2931,0.4048,1923.0000
692,79221,11.3995,10.4050,0.6937,1437.0000
692,79377,10.7195,27.1043,0.9300,240.0000
692,79714,11.0012,47.3586,0.3844,1965.0000
692,83297,14.8962,45.7855,0.4260,1974.0000
692,84796,16.9900,28.1725,0.9403,1987.0000
692,89358,22.3883,42.0966,0.5465,1877.0000
692,91526,25.4968,39.3348,0.5653,1939.0000
692,92747,27.2945,1.9406,0.3086,2026.0000
692,94404,27.6508,55.3861,0.3364,1992.0000
692,96210,30.0591,39.5143,0.4132,1987.0000
692,96908,31.4266,7.7819,0.3330,694.0000
692,99569,33.3501,29.7254,1.0161,1528.0000
692,101137,34.1339,51.8875,0.3110,620.0000
692,104020,36.9416,18.2063,0.4651,232.0000
692,105285,38.2965,28.8561,0.7566,1987.0000
692,105632,37.9847,54.2444,0.3210,2041.0000
692,108155,41.2308,13.3881,0.7267,2065.0000
692,108849,40.9301,48.1984,0.3676,2035.0000
692,113196,44.6411,30.5278,0.9880,1944.0000
692,113931,45.7896,26.2174,0.8418,1594.0000
692,114708,46.4996,62.8682,0.3869,2073.0000
